CATALOG,1807656240940.0004282407,2013-01-01 00:00:26.787
CATALOG,671657814040940.0020138889,2013-01-01 00:02:43.883
CATALOG,671657814040940.0024652778,2013-01-01 00:03:23.430
CATALOG,752616413240940.0101967593,2013-01-01 00:14:31.740
CATALOG,68320114640940.0122337963,2013-01-01 00:17:26.910
CATALOG,648322819840940.0142361111,2013-01-01 00:20:20.663
PURCHASE,7616879140559.9846296296,2013-01-01 00:20:24.780
PURCHASE,68320114640940.0112268519,2013-01-01 00:21:54.540
CATALOG,7193846140790.7714236111,2013-01-01 00:22:03.200
CATALOG,7193846140790.7720486111,2013-01-01 00:23:36.877
CATALOG,72141995740940.0174768519,2013-01-01 00:24:59.890
CATALOG,72141995740940.0174768519,2013-01-01 00:25:00.940
CATALOG,66215895040940.018287037,2013-01-01 00:26:10.317
CATALOG,2081151139040940.0184606481,2013-01-01 00:26:25.623
CATALOG,7193846140940.0171296296,2013-01-01 00:26:58.853
CATALOG,66215895040940.018287037,2013-01-01 00:27:36.177
CATALOG,6851922540940.0249537037,2013-01-01 00:35:46.977
CATALOG,6851922540940.0257986111,2013-01-01 00:36:59.627
CATALOG,99242206640940.0258217593,2013-01-01 00:37:00.740
PURCHASE,6851922540940.0249537037,2013-01-01 00:37:37.360
CATALOG,701811054640789.3734722222,2013-01-01 00:41:49.817
CATALOG,66249718940940.0322685185,2013-01-01 00:46:21.583
CATALOG,18076515640940.034849537,2013-01-01 00:50:01.687
CATALOG,75801611540940.0356712963,2013-01-01 00:51:12.640
CATALOG,75801611540940.0356712963,2013-01-01 00:51:13.210
PURCHASE,17412623122940914.9763194444,2013-01-01 00:52:49.423
CATALOG,761410912540940.0393055556,2013-01-01 00:56:29.953
CATALOG,7224767140940.0444675926,2013-01-01 01:03:55.627
CATALOG,2051881177740940.0453356481,2013-01-01 01:05:07.093
CATALOG,761961968040940.0465972222,2013-01-01 01:06:56.433
CATALOG,,2013-01-01 01:07:21.890
CATALOG,,2013-01-01 01:07:23.120
CATALOG,19818957440940.0490393518,2013-01-01 01:10:30.423
CATALOG,66249718940940.0500578704,2013-01-01 01:11:58.327
CATALOG,769016313940940.05125,2013-01-01 01:13:38.290
CATALOG,769016313940940.05125,2013-01-01 01:13:38.747
CATALOG,75362327340940.0521643519,2013-01-01 01:14:56.910
CATALOG,2074620421640940.0521875,2013-01-01 01:14:59.403
CATALOG,207461994840940.0521990741,2013-01-01 01:15:00.223
CATALOG,722111426940940.0559490741,2013-01-01 01:20:23.757
CATALOG,722111426940940.0560532407,2013-01-01 01:20:33.083
CATALOG,99681487640940.0616435185,2013-01-01 01:28:36.397
CATALOG,971251995840940.0625231481,2013-01-01 01:29:52.577
PURCHASE,971251995840940.0632523148,2013-01-01 01:30:55.537
CATALOG,6761935940940.0651157407,2013-01-01 01:33:36.547
PURCHASE,7516653340885.9758796296,2013-01-01 01:35:29.210
CATALOG,979313114240940.0681828704,2013-01-01 01:38:00.680
CATALOG,979313114240940.0681828704,2013-01-01 01:39:14.240
PURCHASE,108132333340940.0748726852,2013-01-01 01:47:42.997
PURCHASE,108132333340940.0748726852,2013-01-01 01:49:38.283
PURCHASE,108132333340940.0748726852,2013-01-01 01:50:12.243
PURCHASE,108132333340940.0748726852,2013-01-01 01:54:13.460
RECEIPT,108132333340940.0748726852,2013-01-01 01:54:14.057
PURCHASE,108132333340940.0748726852,2013-01-01 01:55:08.060
PURCHASE,2412110510440939.9699305556,2013-01-01 01:55:22.733
CATALOG,108132333340940.0803240741,2013-01-01 01:55:33.730
CATALOG,108132333340940.0803240741,2013-01-01 01:55:37.410
CATALOG,2412110510440940.0805555556,2013-01-01 01:55:53.397
PURCHASE,108132333340940.0748726852,2013-01-01 01:57:04.487
PURCHASE,108132333340940.0748726852,2013-01-01 01:57:56.563
CATALOG,7220915410840940.0827083333,2013-01-01 01:58:55.580
CATALOG,68013421640940.0864583333,2013-01-01 02:04:20.080
PURCHASE,721742009340940.0868981481,2013-01-01 02:04:57.983
PURCHASE,241218617740937.8785532407,2013-01-01 02:25:35.250
PURCHASE,241218617740937.8785532407,2013-01-01 02:25:47.110
PURCHASE,241218617740937.8785532407,2013-01-01 02:26:51.223
PURCHASE,241218617740937.8785532407,2013-01-01 02:27:37.610
CATALOG,99100154140940.1043518518,2013-01-01 02:30:06.130
CATALOG,2081151117440940.1127893519,2013-01-01 02:42:14.943
CATALOG,671987311340851.5645023148,2013-01-01 02:44:16.480
CATALOG,671987311340851.5645023148,2013-01-01 02:45:33.533
CATALOG,6624971740940.1213194444,2013-01-01 02:54:31.530
CATALOG,108899714440940.1217361111,2013-01-01 02:55:11.587
CATALOG,1702156522540940.1222569444,2013-01-01 02:55:56.343
CATALOG,17421754040940.1267939815,2013-01-01 03:02:24.577
CATALOG,9823412310940940.1362037037,2013-01-01 03:15:57.540
CATALOG,1575511223240940.1416435185,2013-01-01 03:23:47.220
CATALOG,7617817123340940.1507986111,2013-01-01 03:38:14.690
CATALOG,6624971740940.1517476852,2013-01-01 03:38:20.450
CATALOG,6624971740940.1517476852,2013-01-01 03:38:20.920
CATALOG,7617817123340940.1530671296,2013-01-01 03:40:14.443
CATALOG,6624971740940.1697106482,2013-01-01 04:04:12.697
CATALOG,1807654840940.1809722222,2013-01-01 04:20:25.863
CATALOG,66249718940940.1848726852,2013-01-01 04:26:06.220
CATALOG,1323256840742.2390046296,2013-01-01 04:39:09.923
CATALOG,1323256840742.2390046296,2013-01-01 04:39:22.780
CATALOG,66249718940940.1968402778,2013-01-01 04:43:20.840
CATALOG,6917122924940940.2059375,2013-01-01 04:56:22.747
CATALOG,66249718940940.2089699074,2013-01-01 05:00:48.287
CATALOG,1807663640940.2158101852,2013-01-01 05:10:39.670
CATALOG,66249718940940.2210763889,2013-01-01 05:18:13.947
CATALOG,66249718940940.2319328704,2013-01-01 05:33:52.473
CATALOG,1781371292740940.2361226852,2013-01-01 05:39:50.280
CATALOG,688222217440926.2458101852,2013-01-01 05:47:01.917
CATALOG,66249718940940.2430555556,2013-01-01 05:49:53.477
CATALOG,66249718940940.2539930556,2013-01-01 06:05:38.063
CATALOG,66249718940940.2652430556,2013-01-01 06:21:50.720
CATALOG,66249718940940.2720023148,2013-01-01 06:31:34.027
CATALOG,18076519540940.2841319444,2013-01-01 06:48:58.633
CATALOG,108219210840940.2847685185,2013-01-01 06:49:57.200
CATALOG,108219210840940.2855787037,2013-01-01 06:51:07.650
CATALOG,1995923320440940.2927777778,2013-01-01 07:01:25.007
CATALOG,1995923320440940.2927777778,2013-01-01 07:01:47.793
CATALOG,1995923320440940.2927777778,2013-01-01 07:04:09.547
CATALOG,1995923320440940.2927777778,2013-01-01 07:06:51.630
CATALOG,66249718940940.298125,2013-01-01 07:09:10.837
PURCHASE,174799613840773.418587963,2013-01-01 07:11:02.327
PURCHASE,174799613840773.418587963,2013-01-01 07:11:57.020
RECEIPT,174799613840773.418587963,2013-01-01 07:12:18.320
CATALOG,2071621821440940.3036458333,2013-01-01 07:18:41.553
CATALOG,84591691840940.3049652778,2013-01-01 07:18:58.250
PURCHASE,2071621821440940.3036458333,2013-01-01 07:23:06.657
PURCHASE,2071621821440940.3036458333,2013-01-01 07:27:06.750
RECEIPT,2071621821440940.3036458333,2013-01-01 07:27:10.163
PURCHASE,7036782140915.49625,2013-01-01 07:33:02.480
PURCHASE,7036782140915.49625,2013-01-01 07:33:49.440
CATALOG,13816204640812.4284606481,2013-01-01 07:35:21.493
